0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.22,0.20,0.20
0.22,0.20,0.20
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.11,0.20,0.60
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.60
0.44,0.20,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.40
0.44,0.40,0.40
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.33,0.60,0.40
0.33,0.60,0.40
0.33,0.60,0.60
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.67,0.60,0.80
0.67,0.60,0.80
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,1.00
0.67,0.60,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.20
0.67,0.80,1.20
0.67,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.22,0.20,0.20
0.22,0.20,0.20
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.11,0.20,0.60
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.60
0.44,0.20,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.40
0.44,0.40,0.40
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.33,0.60,0.40
0.33,0.60,0.40
0.33,0.60,0.60
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.67,0.60,0.80
0.67,0.60,0.80
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,1.00
0.67,0.60,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.20
0.67,0.80,1.20
0.67,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.07,0.20,0.20
0.22,0.20,0.20
0.22,0.20,0.20
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.22,0.20,0.40
0.11,0.20,0.60
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.80
0.11,0.20,0.60
0.44,0.20,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.60
0.44,0.40,0.40
0.44,0.40,0.40
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.44,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.20
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.40,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.89,0.60,0.40
0.33,0.60,0.40
0.33,0.60,0.40
0.33,0.60,0.60
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.33,0.60,0.80
0.67,0.60,0.80
0.67,0.60,0.80
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,0.60
0.67,0.60,1.00
0.67,0.60,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.00
0.67,0.80,1.20
0.67,0.80,1.20
0.67,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.20
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,0.80,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
0.56,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00
1.00,1.00,1.00